seed_id,omega,v_f0,d0,t_crash,dv_lead_orig
2535,0.155340097,0.0,3.953547199,5.05,2.829259062
2536,0.102224193,0.0,1.59590081,5.05,1.336419184
2537,0.829619881,0.0,0.9099966,5.05,1.24783158
2538,0.021790984,0.0,1.651389862,5.05,1.595604143
2539,0.377210352,0.0,2.065315697,5.05,2.017204886
2540,0.340900566,0.0,1.846553508,5.05,1.772779784
2541,1.044721061,0.0,1.617747543,5.05,2.029651968
2542,0.012610838,0.0,1.085402364,5.05,1.241152486
2543,0.716049229,0.0,1.605371455,5.05,1.657986295
2544,0.004395633,0.0,1.20777213,5.05,1.395682186
2545,1.489869613,0.0,5.368859539,4.85,0.830222881
2546,0.434812788,0.0,0.910607608,5.05,1.281351246
2547,0.194901915,0.0,1.659111361,5.05,1.438415584
2548,0.223557994,0.0,3.028197319,5.05,2.467978116
2549,0.061680298,0.0,1.124349158,5.05,1.255012977
2550,2.199808022,0.0,0.902193344,5.05,1.140105734
2551,0.003263989,0.0,1.073934417,5.05,1.013765568
2552,0.106549156,0.0,1.606514471,5.05,1.488632755
2553,6.555220333,0.0,0.918525083,5.05,1.152028509
2554,0.090208701,0.0,1.097769393,5.05,0.967139532
2555,2.184378528,0.0,3.329599274,5.05,2.198242123
2556,0.427218985,0.0,1.14491323,5.05,1.742227465
2557,0.002598916,0.0,1.036466452,5.05,1.044440881
2558,1.565049807,0.0,2.201486736,5.05,1.903975658
2559,0.166799913,0.0,1.961636155,5.05,1.728900019
2560,0.056760146,0.0,1.287316268,5.05,1.632438727
2561,0.895523458,0.0,2.251123084,5.05,2.144339017
2562,0.046216098,0.0,1.004318347,5.05,1.820603111
2563,0.063716254,0.0,0.963703112,5.05,1.360691532
2564,0.318868871,0.0,2.470864398,5.05,1.743300512
2565,1.200901559,0.0,3.245309677,5.05,2.016330126
2566,1.692418966,0.0,4.426733052,4.95,0.628644331
2567,0.595259427,0.0,2.3521819,5.05,1.75072582
2568,1.152446222,0.0,4.011232192,5.05,3.166558933
2569,2.981746817,0.0,4.011232192,5.0,0.685276661
2570,0.568697064,0.0,1.765308285,5.05,1.896337786
2571,0.247101124,0.0,2.448947608,5.05,1.614569565
2572,0.021381473,0.0,1.680363401,5.05,1.8971225
2573,0.106781948,0.0,1.438833593,5.05,1.879247967
2574,0.221978971,0.0,1.975721868,5.05,1.734333658
2575,0.131664194,0.0,4.274371384,5.05,2.29270665
2576,0.120193846,0.0,1.559033077,5.05,2.036785853
2577,1.318007691,0.0,2.892206741,5.05,1.872231365
2578,2.965081895,0.0,2.892206741,5.15,0.381934884
2579,5.49893775,0.0,1.748306261,5.05,1.420743454
2580,0.235301761,0.0,2.831285415,5.05,2.09911307
2581,0.132131713,0.0,1.861238126,5.05,1.82565704
2582,0.795885448,0.0,1.127412621,5.05,1.645479857
2583,4.949789697,0.0,10.74997352,4.85,1.772097367
2584,0.226568033,0.0,1.992612758,5.05,1.964592586
2585,0.014061517,0.0,1.204033709,5.05,1.785172396
2586,0.174775586,0.0,1.856047153,5.05,1.45436051
2587,1.798970165,0.0,2.804132895,5.05,1.616168331
2588,10.03195587,0.0,8.372806392,4.85,1.410486811
2589,0.284040958,0.0,1.683083492,5.05,1.659407954
2590,0.046216098,0.0,1.005168381,5.05,1.580756833
2591,1.613426639,0.0,2.53462704,5.05,2.009447542
2592,0.834723943,0.0,4.431185352,5.05,2.324547191
2593,0.043692427,0.0,0.999062057,5.05,1.499842632
2594,0.03210756,0.0,0.965437121,5.05,1.323662885
2595,1.840221587,0.0,2.23990962,5.05,1.902865583
2596,1.085891129,0.0,4.242076858,5.05,3.481153914
2597,0.046357035,0.0,1.091639303,5.05,1.697706858
2598,0.206981596,0.0,1.846998767,5.05,1.967198837
2599,0.078796319,0.0,0.93491597,5.05,1.330541613
2600,1.188660017,0.0,2.931079088,5.1,0.457272247
2601,0.317079099,0.0,3.625091396,5.05,2.266120377
2602,1.153757305,0.0,3.625091396,4.95,0.587174881
2603,0.020542516,0.0,0.969167118,5.05,1.194741648
2604,0.004486806,0.0,1.03009274,5.05,1.087462057
2605,0.122307029,0.0,1.326444098,5.05,1.517711704
2606,0.01973526,0.0,0.967692798,5.05,1.370715324
2607,0.05828805,0.0,1.16522906,5.05,1.646966359
2608,0.127833559,0.0,1.545283178,5.05,1.418201908
2609,0.069850174,0.0,1.350200672,5.05,1.539963234
2610,3.324748591,0.0,0.909261891,5.05,1.421157624
2611,0.218749677,0.0,1.393227756,5.05,1.660885761
2612,0.096117209,0.0,0.99255832,5.05,1.716302499
2613,0.669529656,0.0,1.635174278,5.05,1.56084431
2614,1.366391472,0.0,0.901518446,5.05,1.110372971
2615,0.075577381,0.0,1.586924825,5.05,1.669889325
2616,0.002598916,0.0,1.026337476,5.05,1.30636816
2617,4.668980191,0.0,6.164401939,4.95,0.869392649
2618,0.06565252,0.0,1.320253869,5.05,1.389060404
2619,0.453940543,0.0,1.791880813,5.05,1.841216426
2620,0.535868985,0.0,2.302961833,5.05,1.695027889
2621,0.150523253,0.0,1.457275376,5.05,1.781098712
2622,0.063431981,0.0,1.463477931,5.05,1.768005268
2623,1.600019207,0.0,3.922540198,5.05,2.605304923
2624,0.340900566,0.0,1.841955029,5.05,1.453910988
2625,0.47963278,0.0,2.24069803,5.05,1.997854369
2626,0.166611263,0.0,1.828436622,5.05,2.054158417
2627,0.052191969,0.0,3.523440528,5.05,2.655610925
2628,0.029028387,0.0,1.095372041,5.05,1.574639229
2629,0.048720785,0.0,2.77257966,5.05,2.136806516
2630,1.028279833,0.0,1.923310838,5.05,1.799286029
2631,2.083721914,0.0,6.083937512,5.05,3.539205249
2632,0.13185351,0.0,1.452095656,5.05,1.662950382
2633,0.002860421,0.0,1.057734518,5.05,1.430544927
2634,0.005672649,0.0,1.007524852,5.05,1.922667122
2635,0.656609469,0.0,2.005603017,5.05,1.711021132
2636,0.011166109,0.0,2.601517449,5.05,1.397904101
2637,0.033534847,0.0,1.03455346,5.05,1.321903088
2638,0.324585115,0.0,1.957351212,5.05,1.770944376
2639,0.453448265,0.0,2.855743991,5.05,2.226653532
2640,0.040838784,0.0,1.397553739,5.05,1.658405263
2641,2.961104252,0.0,2.380304073,5.05,1.358716029
2642,0.035542728,0.0,1.283953845,5.05,1.602929657
2643,0.352929518,0.0,1.362209679,5.05,1.515716069
2644,0.009844343,0.0,1.405407514,5.05,1.461125536
2645,0.543741361,0.0,1.263605083,5.05,1.086947891
2646,0.07038964,0.0,1.240721348,5.05,1.819821022
2647,0.013862129,0.0,1.02824231,5.05,1.263014411
2648,3.776806152,0.0,3.400221847,5.05,2.544593895
2649,0.014491219,0.0,1.091353601,5.05,1.222128803
2650,0.849950125,0.0,1.869704667,5.05,1.844920187
2651,0.025133327,0.0,2.077801005,5.05,1.781241715
2652,2.965081895,0.0,2.964419861,4.95,0.523897665
2653,0.073993422,0.0,1.377949113,5.05,1.456670298
2654,0.672804973,0.0,1.932159385,5.05,1.543862976
2655,0.686077224,0.0,1.761794414,5.05,1.693143207
2656,0.007386454,0.0,1.197258702,5.05,1.458941334
2657,0.006774675,0.0,1.341956635,5.05,1.594635295
2658,0.018987391,0.0,1.329796978,5.05,1.768838224
2659,6.044766185,0.0,2.129050417,5.05,1.527321521
2660,0.071521472,0.0,3.908184605,5.05,2.802159116
2661,2.477571709,0.0,3.908184605,5.15,0.467924166
2662,3.497235586,0.0,0.902382361,5.05,1.436240402
2663,0.014517054,0.0,1.697305603,5.05,1.87656303
2664,0.015776313,0.0,1.195767696,5.05,1.355110884
2665,0.129413988,0.0,2.346434686,5.05,1.711511377
2666,0.007448984,0.0,0.995195744,5.05,1.17285794
2667,0.208337695,0.0,1.262300606,5.05,1.494278782
2668,6.202946357,0.0,1.928041833,5.05,2.017464152
2669,0.009705787,0.0,0.983496358,5.05,1.273230386
2670,0.040134879,0.0,1.02391946,5.05,0.903702049
2671,0.015648206,0.0,0.9319917,5.05,1.18552034
2672,1.489869613,0.0,5.189970077,4.95,0.717698263
2673,0.22800607,0.0,2.689615533,5.05,2.246948203
2674,0.046216098,0.0,1.004866513,5.05,1.485820524
2675,0.26258699,0.0,1.148966582,5.05,1.455190304
2676,0.215656819,0.0,2.558870793,5.05,2.320145522
2677,0.008880695,0.0,2.809657387,5.05,2.469242213
2678,0.403852537,0.0,1.1692534,5.05,1.301629007
2679,1.404274959,0.0,2.372222279,5.05,1.689158811
2680,0.834172855,0.0,1.572827384,5.05,1.620506159
2681,0.244028817,0.0,0.964506093,5.05,1.338449603
2682,0.137612591,0.0,2.68909025,5.05,1.888530553
2683,0.014517054,0.0,1.709860183,5.05,2.45776751
2684,0.002640087,0.0,1.101974249,5.05,1.736024224
2685,0.632002581,0.0,3.460819541,5.05,2.093804775
2686,0.052942712,0.0,1.414691634,5.05,1.311332327
2687,0.088548003,0.0,1.524396247,5.05,1.44867832
2688,0.62004621,0.0,1.264480514,5.05,1.714645449
2689,3.1912807,0.0,3.101393418,5.05,2.607872007
2690,0.354082818,0.0,4.678978363,5.05,3.24723444
2691,1.202697092,0.0,4.678978363,4.95,0.614126251
2692,0.02974561,0.0,1.006915715,5.05,1.473064716
2693,0.065167233,0.0,1.626286234,5.05,1.423496991
2694,0.231026933,0.0,2.091339843,5.05,2.346622338
2695,0.879560534,0.0,1.556582868,5.05,1.40958185
2696,0.457777336,0.0,3.370000465,5.05,1.815527377
2697,0.448775543,0.0,2.491089129,5.05,1.655577556
2698,0.033421888,0.0,0.968488651,5.05,1.303081216
2699,0.17958761,0.0,4.766279572,5.05,3.008014606
2700,0.781289638,0.0,4.766279572,4.95,0.8086728
2701,0.209367311,0.0,2.311425885,5.05,1.623459688
2702,0.083551558,0.0,1.114316424,5.05,1.326789137
2703,0.311432498,0.0,1.956200251,5.05,1.651311753
2704,0.11399807,0.0,1.275826664,5.05,1.185852787
2705,0.036343678,0.0,0.999748163,5.05,1.23977294
2706,0.118294227,0.0,1.491713038,5.05,1.933161205
2707,1.799101873,0.0,4.831710663,4.85,0.593518273
2708,0.456240066,0.0,1.893792099,5.05,1.872785718
2709,0.00630289,0.0,1.045413521,5.05,1.664966228
2710,0.012967781,0.0,1.296900606,5.05,1.857672083
2711,1.017572707,0.0,3.418225431,4.85,0.69710243
2712,2.066081054,0.0,0.900954106,5.05,1.373903531
2713,0.148617536,0.0,0.90025891,5.05,1.405434021
2714,0.296768874,0.0,2.148678073,5.05,1.699528714
2715,0.032890206,0.0,0.950710144,5.05,1.021285115
2716,0.355889356,0.0,1.237633423,5.05,1.438301948
2717,0.05576746,0.0,2.570974169,5.05,2.393128587
2718,1.54250003,0.0,4.116202712,5.05,1.652180073
2719,0.727309123,0.0,4.116202712,5.15,0.563945637
2720,0.011407976,0.0,1.106604688,5.05,1.550446672
2721,0.264019962,0.0,0.910241617,5.05,1.306019327
2722,2.367750254,0.0,3.29310648,5.05,2.754017457
2723,1.687209452,0.0,0.915250279,5.05,1.520525321
2724,2.965081895,0.0,2.974625982,4.85,0.369886431
2725,0.158936295,0.0,1.921650845,5.05,1.832766897
2726,0.204891258,0.0,2.750508902,5.05,1.81535224
2727,0.710120564,0.0,3.727784549,5.05,2.086657087
2728,0.547529869,0.0,2.569367239,5.05,1.569092901
2729,0.106518225,0.0,3.2860174,5.05,2.38261606
2730,0.435161955,0.0,4.922763875,5.05,3.259668444
2731,1.489869613,0.0,4.922763875,4.9,0.803009203
2732,0.08474909,0.0,1.828001757,5.05,1.344437787
2733,1.236915783,0.0,3.304152073,5.05,2.267415386
2734,0.820614397,0.0,2.239641713,5.05,2.080364512
2735,0.149342957,0.0,1.34794944,5.05,1.498192683
2736,0.95080672,0.0,2.922308183,5.05,2.298736801
2737,1.123992731,0.0,0.911381736,5.05,1.157269315
2738,11.3897761,0.0,6.64413192,4.95,0.966845737
2739,0.120740492,0.0,1.085790622,5.05,1.29252267
2740,0.269488414,0.0,2.456269263,5.05,2.503745363
2741,0.005251217,0.0,1.074491597,5.05,1.12712014
2742,2.467138497,0.0,2.854748097,5.05,1.434787282
2743,0.144655813,0.0,0.935412936,5.05,1.600901396
2744,0.116906033,0.0,1.3339534,5.05,1.561607947
2745,0.790945673,0.0,3.76695907,5.05,1.906367115
2746,1.798970165,0.0,2.789041694,5.05,2.448062139
2747,0.025201143,0.0,1.112728817,5.05,1.555543971
2748,0.426535374,0.0,2.598883365,5.05,2.558274781
2749,0.058172781,0.0,0.966945521,5.05,1.348707148
2750,0.047075707,0.0,1.21790746,5.05,2.016621043
2751,0.031298056,0.0,1.731397367,5.05,1.6634918
2752,0.361789191,0.0,1.1459835,5.05,1.556001939
2753,0.016356288,0.0,1.405494394,5.05,1.715908866
2754,0.221375993,0.0,1.128318964,5.05,1.314386706
2755,1.257880885,0.0,3.479819485,5.2,0.480135311
2756,0.005233467,0.0,3.479819485,5.05,2.631099704
2757,0.413438378,0.0,1.271977103,5.05,1.157765352
2758,0.664448339,0.0,4.147760344,5.05,2.179227119
2759,0.236244802,0.0,2.122675671,5.05,1.815582473
2760,1.968557813,0.0,2.842444849,5.05,2.681498416
2761,1.80028267,0.0,2.842444849,5.1,0.49556808
2762,3.884834744,0.0,0.912325181,5.05,1.322609786
2763,0.13194937,0.0,1.883702797,5.05,1.596753422
2764,0.328559676,0.0,4.412439404,5.05,3.43349864
2765,0.625968543,0.0,3.374770602,5.05,2.26488163
2766,0.008821882,0.0,1.086709641,5.05,1.1892542
2767,0.020169554,0.0,1.455193089,5.05,2.146024092
2768,1.97951094,0.0,2.451753201,5.05,1.600535692
2769,0.335420327,0.0,1.560134541,5.05,1.991380331
2770,0.092352831,0.0,1.24491518,5.05,1.478667179
2771,0.018987391,0.0,1.325937224,5.05,1.720850267
2772,1.693137205,0.0,4.986441869,5.05,3.003589922
2773,1.872903273,0.0,4.986441869,4.95,0.854196502
2774,0.015026885,0.0,0.942065994,5.05,1.785036307
2775,0.077754778,0.0,0.990042264,5.05,1.749827709
2776,1.117943553,0.0,4.443535354,5.05,2.28977082
2777,1.275654467,0.0,4.443535354,5.15,0.711560677
2778,0.031759003,0.0,1.095494053,5.05,1.026361773
2779,0.333293806,0.0,0.921930419,5.05,1.487961943
2780,0.008541856,0.0,1.226144461,5.05,1.738868614
2781,0.052141689,0.0,1.989538022,5.05,1.219687709
2782,0.009396301,0.0,1.376349502,5.05,1.525103073
2783,0.144641376,0.0,1.188424261,5.05,1.594220067
2784,1.173982568,0.0,2.84901704,5.05,2.258251421
2785,0.319885847,0.0,2.170126671,5.05,1.520822087
2786,0.107522019,0.0,1.662205479,5.05,1.373292159
2787,0.032418024,0.0,0.969827801,5.05,1.273941353
2788,0.197238962,0.0,2.442558223,5.05,1.82452028
2789,0.28550513,0.0,1.379952861,5.05,1.44186278
2790,0.005695793,0.0,1.036153028,5.05,1.055152154
2791,1.471027017,0.0,2.236116733,5.05,1.925857897
2792,0.012600167,0.0,1.386777699,5.05,1.92971703
2793,1.029261499,0.0,6.729846998,4.9,0.82406814
2794,0.00563176,0.0,1.223735064,5.05,1.418726023
2795,0.128821946,0.0,1.420143482,5.05,1.751553073
2796,0.08523458,0.0,1.448780702,5.05,1.178470119
2797,3.01654971,0.0,2.828993379,5.05,2.14488089
2798,2.758690718,0.0,2.828993379,5.05,0.519622889
2799,0.485831419,0.0,4.815484099,5.05,2.240637407
2800,0.781289638,0.0,4.815484099,4.9,0.765442401
2801,2.319965963,0.0,2.570808068,5.05,2.34804156
2802,0.036993336,0.0,0.987169438,5.05,1.773468992
2803,1.66523669,0.0,0.904617491,5.05,1.324393519
2804,0.364623233,0.0,2.747436805,5.05,1.820493908
2805,0.020177792,0.0,2.005224293,5.05,1.58653493
2806,0.109136226,0.0,1.762755299,5.05,1.301615639
2807,0.018987391,0.0,1.330914867,5.05,1.951081388
2808,3.627516473,0.0,2.533151238,5.05,2.326172247
2809,0.907574429,0.0,1.140582349,5.05,1.147828445
2810,0.09772244,0.0,0.948007665,5.05,1.132616284
2811,0.862703813,0.0,4.116285825,4.85,0.65728396
2812,0.415459363,0.0,1.841464548,5.05,2.053979128
2813,0.338266848,0.0,0.912786376,5.05,1.417385649
2814,0.081650021,0.0,1.189040558,5.05,1.516189709
2815,0.069802926,0.0,1.774881228,5.05,1.813195254
2816,0.049816187,0.0,1.269240572,5.05,1.204790646
2817,0.006264784,0.0,1.073291764,5.05,1.381254055
2818,0.023593788,0.0,1.423725488,5.05,1.575692049
2819,0.580700606,0.0,2.25649169,5.05,1.465363796
2820,2.240518856,0.0,2.076457761,5.05,2.36384386
2821,0.280880707,0.0,1.286183275,5.05,1.324399827
2822,0.13778436,0.0,0.988777664,5.05,1.003258308
2823,1.19567379,0.0,1.157797778,5.05,1.311345184
2824,0.068794768,0.0,0.942944747,5.05,1.246937485
2825,0.85361648,0.0,3.930530787,5.05,2.414495182
2826,2.046429323,0.0,3.930530787,5.15,0.561971228
2827,1.307208984,0.0,3.936805819,5.05,2.437958353
2828,0.121954696,0.0,1.235986026,5.05,1.513086908
2829,0.022628844,0.0,1.863722014,5.05,1.781857504
2830,1.277183766,0.0,4.190197156,5.05,2.71875166
2831,0.044526533,0.0,1.031288894,5.05,1.468057084
2832,0.024707463,0.0,1.301531446,5.05,1.65668241
2833,1.729109987,0.0,2.031213692,5.05,2.091530229
2834,0.138496259,0.0,1.62457779,5.05,1.445611054
2835,0.009633484,0.0,1.212608943,5.05,1.306837964
2836,0.100371174,0.0,1.096520416,5.05,1.664177325
2837,0.02986359,0.0,1.33070788,5.05,1.422705168
2838,0.34752001,0.0,5.165816084,5.05,2.691148582
2839,0.010456282,0.0,1.30759183,5.05,1.474782415
2840,0.143422805,0.0,1.568950436,5.05,2.220748745
2841,0.361789191,0.0,1.152436423,5.05,1.210631598
2842,0.670968765,0.0,5.103235669,5.05,2.339223253
2843,0.339152061,0.0,1.766329197,5.05,1.748910725
2844,0.113452752,0.0,2.17580304,5.05,1.854235629
2845,0.392063736,0.0,1.538102155,5.05,1.326364898
2846,1.305194262,0.0,2.513868124,5.05,1.990770889
2847,0.023605379,0.0,0.981149583,5.05,1.308930383
2848,0.097356413,0.0,1.098276671,5.05,1.294831595
2849,0.175303951,0.0,2.064065552,5.05,1.812645899
2850,0.036890221,0.0,1.009460644,5.05,1.182105749
2851,1.022532149,0.0,0.906555902,5.05,1.054767058
2852,0.060699437,0.0,0.932164569,5.05,1.211398755
2853,0.091827161,0.0,1.292403766,5.05,1.2236808
2854,0.146905793,0.0,1.389575967,5.05,1.195214388
2855,0.170937567,0.0,1.668647523,5.05,1.191589736
2856,0.605158284,0.0,1.127750337,5.05,1.472216015
2857,0.162835011,0.0,1.501415661,5.05,1.463815208
2858,7.561425753,0.0,2.950562437,4.95,0.552852366
2859,0.022830852,0.0,1.341219866,5.05,1.43291924
2860,0.788140966,0.0,3.980429947,5.05,2.587680939
2861,0.320004284,0.0,1.859601808,5.05,1.559557164
2862,1.059267066,0.0,2.652254978,5.05,2.0616025
2863,0.931807494,0.0,2.406000634,5.05,1.384233783
2864,0.109605624,0.0,0.998273109,5.05,1.260841867
2865,0.218085429,0.0,1.248623981,5.05,1.260075817
2866,0.031235757,0.0,1.647011929,5.05,1.961617402
2867,0.078796319,0.0,0.941411781,5.05,1.33901647
2868,0.004385661,0.0,1.399985871,5.05,1.730844843
2869,0.020143061,0.0,1.142750441,5.05,1.692309529
2870,4.668980191,0.0,6.199473451,4.95,0.85877381
2871,0.067063277,0.0,2.999317386,5.05,2.223069373
2872,1.932878038,0.0,2.999317386,5.1,0.378118785
2873,0.088423186,0.0,1.393497021,5.05,1.625794713
2874,0.953238649,0.0,1.387183969,5.05,1.663071312
2875,0.221375993,0.0,1.134186389,5.05,1.489788509
2876,2.796628161,0.0,3.697280729,5.05,2.181898883
2877,1.261591634,0.0,0.9215259,5.05,1.678515474
2878,3.470382982,0.0,2.632979222,5.05,2.081300809
2879,0.661373159,0.0,3.314290884,5.05,1.86891446
2880,0.027363078,0.0,1.187260002,5.05,1.563926758
2881,0.781289638,0.0,4.49658632,5.05,0.78806062
2882,0.082392336,0.0,0.949200205,5.05,1.069953814
2883,0.008503834,0.0,4.354026844,5.05,2.433406303
2884,1.928427017,0.0,1.849799035,5.05,1.342185079
2885,0.060824269,0.0,4.82780274,5.05,3.238568465
2886,0.781289638,0.0,4.82780274,4.85,0.743700876
2887,0.281884611,0.0,0.981778611,5.05,1.116014354
2888,3.363619068,0.0,4.222903972,5.05,2.962622299
2889,0.258153409,0.0,0.928237827,5.05,1.302298645
2890,0.033168785,0.0,1.232554198,5.05,1.679268046
2891,0.172576665,0.0,0.941665487,5.05,1.400243423
2892,0.539936171,0.0,1.585064591,5.05,1.370292638
2893,0.272601894,0.0,1.458713482,5.05,1.438568977
2894,0.087497291,0.0,1.371018397,5.05,1.315292699
2895,0.045565015,0.0,1.311223954,5.05,1.235682336
2896,0.073704007,0.0,0.98366955,5.05,0.956179907
2897,0.023758877,0.0,2.384713884,5.05,2.59729186
2898,0.321297047,0.0,1.000856766,5.05,1.426085444
2899,0.017195528,0.0,1.560964585,5.05,1.759753125
2900,0.078577488,0.0,2.893609105,5.05,2.517772391
2901,0.427218985,0.0,1.132507738,5.05,1.28400114
2902,1.05864699,0.0,3.791534089,5.05,1.895133605
2903,1.364531235,0.0,3.791534089,5.0,0.655582622
2904,0.020542516,0.0,0.976996153,5.05,1.039860803
2905,0.079554531,0.0,2.039462768,5.05,2.082316572
2906,0.125558268,0.0,1.288968234,5.05,1.113790547
2907,0.065870255,0.0,1.891228888,5.05,1.378521344
2908,0.013116344,0.0,1.182194683,5.05,1.261336348
2909,0.218560133,0.0,1.613786592,5.05,1.826280063
2910,0.199287068,0.0,1.686556004,5.05,2.142155181
2911,0.503218042,0.0,1.528147593,5.05,1.759297261
2912,0.022419698,0.0,1.445803509,5.05,1.420428004
2913,0.036288998,0.0,1.803603077,5.05,2.020784984
2914,0.01759981,0.0,1.648009179,5.05,1.275257492
2915,0.017850067,0.0,3.817817084,5.05,2.058683442
2916,0.107452822,0.0,1.770918971,5.05,1.776333273
2917,0.125497173,0.0,0.987303509,5.05,1.473189117
2918,0.065167233,0.0,1.625957623,5.05,1.582638839
2919,1.368034005,0.0,2.09507234,5.05,1.760265731
2920,0.422280014,0.0,2.302746098,5.05,1.829897762
2921,0.057889992,0.0,2.415833681,5.05,2.325157986
2922,0.012110177,0.0,1.186466099,5.05,1.232895644
2923,0.208288348,0.0,1.757052041,5.05,1.412716775
2924,0.686077224,0.0,1.773794901,5.05,1.669355544
2925,0.150518495,0.0,2.186260745,5.05,2.306838719
2926,0.025277374,0.0,2.201200599,5.05,1.697882076
2927,0.23194109,0.0,1.755632115,5.05,1.620598404
2928,0.004352038,0.0,1.66404685,5.05,1.271805623
2929,0.055989786,0.0,1.452629671,5.05,1.525929948
2930,0.135897188,0.0,1.492038611,5.05,1.647779445
2931,0.04871773,0.0,1.344516084,5.05,1.21993845
2932,0.229533886,0.0,2.149324078,5.05,2.19816874
2933,0.217042203,0.0,2.166674053,5.05,1.984958224
2934,0.054790071,0.0,1.375757864,5.05,1.393541529
2935,1.528767436,0.0,3.614811125,5.05,2.482066838
2936,1.794589255,0.0,3.614811125,5.05,0.598747813
2937,0.123556172,0.0,1.155737072,5.05,1.015822087
2938,0.056718606,0.0,1.195351685,5.05,1.540092366
2939,0.041937816,0.0,2.179744063,5.05,2.294847975
2940,0.206810477,0.0,1.544287261,5.05,1.423505629
2941,0.151338834,0.0,0.943482931,5.05,1.192606016
2942,0.044104563,0.0,1.100247187,5.05,1.333202953
2943,0.040134879,0.0,1.014523554,5.05,1.540012874
2944,0.105275452,0.0,1.684893458,5.05,1.391864988
2945,0.019932419,0.0,0.987543266,5.05,1.401110846
2946,0.543741361,0.0,1.245838906,5.05,1.390605215
2947,0.01691312,0.0,0.995917059,5.05,1.730228176
2948,0.104448708,0.0,1.954533011,5.05,1.720683919
2949,0.014211226,0.0,1.23520487,5.05,0.974898277
2950,0.450732014,0.0,2.763908063,5.05,2.352484015
2951,0.910157002,0.0,1.790543174,5.05,1.865251592
2952,0.04732205,0.0,1.636308176,5.05,1.689636984
2953,0.75279311,0.0,5.804462299,5.05,3.461414666
2954,0.018972413,0.0,0.953475899,5.05,0.955260534
2955,0.031248046,0.0,1.700840729,5.05,1.433437416
2956,0.050241543,0.0,2.103384681,5.05,1.846359284
2957,0.216413913,0.0,2.715097758,5.05,2.11743035
2958,1.928427017,0.0,1.89346554,5.05,1.747220455
2959,0.745267652,0.0,3.635146949,5.05,1.796905391
2960,1.364531235,0.0,3.635146949,5.2,0.493146791
2961,0.007876424,0.0,1.864507335,5.05,2.203843504
2962,1.73590606,0.0,2.409017347,5.05,1.601453676
2963,11.45768357,0.0,0.917602485,5.05,1.289947904
2964,0.130915911,0.0,2.709440458,5.05,2.230207537
2965,1.849216396,0.0,2.200454363,5.05,2.155774078
2966,0.033559571,0.0,2.619762319,5.05,2.291981552
2967,0.109082101,0.0,1.758361774,5.05,1.533453321
2968,0.541003321,0.0,2.379610717,5.05,1.661962053
2969,0.003440618,0.0,1.022856078,5.05,1.732123953
2970,0.21809596,0.0,1.346726372,5.05,1.74872377
2971,0.170265787,0.0,1.37155042,5.05,1.537098216
2972,0.134703668,0.0,1.668746441,5.05,2.074590976
2973,0.027128281,0.0,1.013177239,5.05,1.057316628
2974,0.165348462,0.0,0.981732042,5.05,0.866027848
2975,0.297860558,0.0,1.34399229,5.05,1.558182307
2976,0.123844622,0.0,3.001244426,5.05,2.238940996
2977,0.014850278,0.0,1.887592712,5.05,1.338686144
2978,0.374300826,0.0,5.585265191,5.05,3.238277327
2979,1.59385677,0.0,5.585265191,4.95,0.593963626
2980,0.02209181,0.0,1.811480127,5.05,1.846160253
2981,0.031712012,0.0,0.996114696,5.05,1.486583729
2982,0.643837839,0.0,1.155081878,5.05,1.441049874
2983,10.03195587,0.0,6.925781188,4.9,0.786261756
2984,0.869643194,0.0,3.386428898,4.9,0.637578593
2985,0.014358877,0.0,1.030332563,5.05,1.237830742
2986,0.301166835,0.0,1.526371117,5.05,1.49307883
2987,0.435022024,0.0,1.179519244,5.05,1.244810722
2988,0.20164924,0.0,5.447846069,5.05,3.163825758
2989,2.293466807,0.0,5.447846069,4.85,0.766987036
2990,0.034931264,0.0,2.725252295,5.05,1.660982216
2991,0.080048304,0.0,1.510405222,5.05,1.83383985
2992,0.039343432,0.0,1.22940034,5.05,1.45166543
2993,1.421317592,0.0,2.837910059,5.05,2.474396289
2994,2.724036665,0.0,4.041922036,5.05,2.48691941
2995,0.380488548,0.0,1.254964146,5.05,1.278743869
2996,3.470382982,0.0,2.619095648,5.05,1.479277751
2997,0.445631717,0.0,1.345140493,5.05,1.559291859
2998,0.554656855,0.0,2.549101828,5.05,1.901837406
2999,0.131692681,0.0,3.065523331,5.05,2.437848429
3000,8.59675229,0.0,6.477811198,5.05,2.725864149
3001,4.949789697,0.0,6.477811198,4.85,1.062316334
3002,0.271787913,0.0,2.286484539,5.05,1.895509083
3003,0.411122095,0.0,1.610416206,5.05,1.401722748
3004,3.1912807,0.0,3.240448319,5.05,2.02577216
3005,0.153366143,0.0,1.577203371,5.05,1.269830165
3006,0.445631717,0.0,1.35195793,5.05,1.96507007
3007,0.010456282,0.0,1.304701006,5.05,1.615249483
3008,0.189882603,0.0,1.677270392,5.05,1.297777826
3009,2.182193739,0.0,2.398073924,5.05,2.509942858
3010,0.195544666,0.0,5.946068034,5.05,2.393709869
3011,0.970299056,0.0,5.946068034,4.9,0.812384598
3012,0.100366857,0.0,1.450063044,5.05,1.510230772
3013,0.632002581,0.0,3.354367385,5.05,2.273340064
3014,0.009471191,0.0,0.956131886,5.05,1.451834042
3015,1.366391472,0.0,0.903161779,5.05,0.897698593
